start-date,type,number,vote-date,vote-time,motion-ch,motion-en,mover-ch,mover-en,mover-type,debating-issue,Website,vote-separate-mechanism,present-count,vote-count,yes-count,no-count,abstain-count,result,name-ch,name-en,display-name,constituency,region,camp,vote,entropy
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,張超雄,Dr Fernando CHEUNG,Cheung Chiu Hung,Geographical,New Territories East,Pro-democracy,Absent,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,黃碧雲,Dr Helena WONG,Wong Pik Wan Helena,Geographical,Kowloon West,Pro-democracy,No,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,葛珮帆,Dr Elizabeth QUAT,Quat Elizabeth,Geographical,New Territories East,Pro-establishment,Yes,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,蔣麗芸,Dr CHIANG Lai-wan,Chiang Lai Wan,Geographical,Kowloon West,Pro-establishment,Yes,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,楊岳橋,Alvin YEUNG,Yeung Alvin Ngok Kiu,Geographical,New Territories East,Pro-democracy,No,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,朱凱廸,CHU Hoi-dick,Chu Hoi Dick Eddie,Geographical,New Territories West,Pro-democracy,No,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,陳淑莊,Tanya CHAN,Chan Tanya,Geographical,Hong Kong Island,Pro-democracy,No,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,許智峯,HUI Chi-fung,Hui Chi Fung,Geographical,Hong Kong Island,Pro-democracy,No,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,鄭松泰,Dr CHENG Chung-tai,Cheng Chung Tai,Geographical,New Territories West,Localist,Abstain,0.966985296
16/11/2016,Council Meeting,10,16/11/2016,19:36:22,張國鈞議員動議，經葉劉淑儀議員修正的「規定初中中國歷史獨立成科」議案,MOTION MOVED BY HON CHEUNG KWOK-KWAN ON “REQUIRING THE TEACHING OF CHINESE HISTORY AS AN INDEPENDENT SUBJECT AT JUNIOR SECONDARY LEVEL” AS AMENDED BY HON MRS REGINA IP,張國鈞,CHEUNG Kwok-kwan,Member,"""Requiring the teaching of Chinese history as an independent subject at junior secondary level""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161116m-ckk.htm,Yes,63,62,37,24,1,Passed,譚文豪,Jeremy TAM,Tam Man Ho Jeremy Jansen,Geographical,Kowloon East,Pro-democracy,No,0.966985296
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,梁美芬,Dr Priscilla LEUNG,Leung Mei Fun,Geographical,Kowloon West,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,黃國健,WONG Kwok-kin,Wong Kwok Kin,Geographical,Kowloon East,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,葉劉淑儀,Mrs Regina IP,Ip Lau Suk Yee Regina,Geographical,Hong Kong Island,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,謝偉俊,Paul TSE,Tse Wai Chun Paul,Geographical,Kowloon East,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,毛孟靜,Claudia MO,Mo Man Ching Claudia,Geographical,Kowloon West,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,田北辰,Michael TIEN,Tien Michael Puk Sun,Geographical,New Territories West,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,胡志偉,WU Chi-wai,Wu Chi Wai,Geographical,Kowloon East,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,陳志全,CHAN Chi-chuen,Chan Chi Chuen Raymond,Geographical,New Territories East,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,梁志祥,LEUNG Che-cheung,Leung Che Cheung,Geographical,New Territories West,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,郭偉强,KWOK Wai-keung,Kwok Wai Keung,Geographical,Hong Kong Island,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,張超雄,Dr Fernando CHEUNG,Cheung Chiu Hung,Geographical,New Territories East,Pro-democracy,Absent,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,黃碧雲,Dr Helena WONG,Wong Pik Wan Helena,Geographical,Kowloon West,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,葛珮帆,Dr Elizabeth QUAT,Quat Elizabeth,Geographical,New Territories East,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,蔣麗芸,Dr CHIANG Lai-wan,Chiang Lai Wan,Geographical,Kowloon West,Pro-establishment,Yes,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,楊岳橋,Alvin YEUNG,Yeung Alvin Ngok Kiu,Geographical,New Territories East,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,朱凱廸,CHU Hoi-dick,Chu Hoi Dick Eddie,Geographical,New Territories West,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,陳淑莊,Tanya CHAN,Chan Tanya,Geographical,Hong Kong Island,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,許智峯,HUI Chi-fung,Hui Chi Fung,Geographical,Hong Kong Island,Pro-democracy,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,鄭松泰,Dr CHENG Chung-tai,Cheng Chung Tai,Geographical,New Territories West,Localist,No,0.977895682
30/11/2016,Council Meeting,6,1/12/2016,11:56:01,周浩鼎議員動議，經何啟明議員修正的「打擊‘假難民’」議案,MOTION MOVED BY HON HOLDEN CHOW ON “COMBATING ‘BOGUS REFUGEES’” AS AMENDED BY HON HO KAI-MING,周浩鼎,Holden CHOW,Member,"""Combating 'bogus refugees'""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20161130m-chdh.htm,Yes,64,63,37,26,0,Negatived,譚文豪,Jeremy TAM,Tam Man Ho Jeremy Jansen,Geographical,Kowloon East,Pro-democracy,No,0.977895682
31/5/2017,Council Meeting,4,31/5/2017,17:26:43,「促請下任行政長官重啟政改」議案,MOTION ON “URGING THE NEXT CHIEF EXECUTIVE TO REACTIVATE CONSTITUTIONAL REFORM”,郭家麒,Dr KWOK Ka-ki,Member,"""Reactivating constitutional reform""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20170531m-kkk.htm,Yes,63,62,26,36,0,Negatived,梁美芬,Dr Priscilla LEUNG,Leung Mei Fun,Geographical,Kowloon West,Pro-establishment,No,0.981152234
31/5/2017,Council Meeting,4,31/5/2017,17:26:43,「促請下任行政長官重啟政改」議案,MOTION ON “URGING THE NEXT CHIEF EXECUTIVE TO REACTIVATE CONSTITUTIONAL REFORM”,郭家麒,Dr KWOK Ka-ki,Member,"""Reactivating constitutional reform""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20170531m-kkk.htm,Yes,63,62,26,36,0,Negatived,黃國健,WONG Kwok-kin,Wong Kwok Kin,Geographical,Kowloon East,Pro-establishment,No,0.981152234
31/5/2017,Council Meeting,4,31/5/2017,17:26:43,「促請下任行政長官重啟政改」議案,MOTION ON “URGING THE NEXT CHIEF EXECUTIVE TO REACTIVATE CONSTITUTIONAL REFORM”,郭家麒,Dr KWOK Ka-ki,Member,"""Reactivating constitutional reform""",https://www.legco.gov.hk/yr16-17/english/counmtg/motion/cm20170531m-kkk.htm,Yes,63,62,26,36,0,Negatived,葉劉淑儀,Mrs Regina IP,Ip Lau Suk Yee Regina,Geographical,Hong Kong Island,Pro-establishment,No,0.981152234
